0	9415	1
0	9631	1
0	10705	1
3	10066	1
3	10204	1
4	9386	1
4	9402	1
4	9409	1
4	9446	1
4	9459	1
4	9561	1
4	9631	1
4	9667	1
4	9692	1
4	9701	1
4	9770	1
4	9790	1
4	9929	1
4	10025	1
4	10056	1
4	10093	1
4	10138	1
4	10177	1
4	10191	1
4	10272	1
7	7068	1
7	7101	1
7	7144	1
7	7150	1
7	7170	1
7	7233	1
7	7295	1
7	7297	1
7	7302	1
7	7327	1
7	7383	1
7	7397	1
7	7458	1
7	7480	1
7	7487	1
7	7500	1
7	7548	1
7	7608	1
7	7651	1
7	7712	1
7	7728	1
7	7782	1
7	7793	1
7	7825	1
7	7966	1
7	7968	1
7	7997	1
7	8092	1
7	8107	1
7	8143	1
7	8290	1
7	8334	1
7	8349	1
7	8393	1
7	8479	1
7	8569	1
7	8622	1
7	8691	1
8	4920	1
8	6622	1
9	9743	1
9	9765	1
9	9795	1
9	9810	1
9	9850	1
9	9873	1
9	9875	1
9	9893	1
9	9921	1
9	9965	1
9	9977	1
9	9989	1
9	9996	1
9	10001	1
9	10022	1
9	10046	1
9	10048	1
9	10056	1
9	10136	1
9	10192	1
9	10199	1
9	10200	1
9	10204	1
9	10206	1
9	10219	1
9	10246	1
9	10266	1
9	10272	1
9	10289	1
9	10299	1
9	10321	1
9	10333	1
9	10343	1
9	10353	1
9	10365	1
9	10394	1
9	10397	1
9	10435	1
9	10438	1
9	10455	1
9	10473	1
9	10475	1
9	10492	1
9	10498	1
9	10499	1
9	10501	1
9	10536	1
9	10543	1
9	10576	1
9	10593	1
9	10605	1
9	10609	1
9	10617	1
11	8773	1
11	8806	1
11	8817	1
11	8847	1
11	8940	1
11	9086	1
11	9094	1
11	9102	1
11	9114	1
11	9125	1
11	9138	1
11	9160	1
11	9225	1
11	9263	1
11	9280	1
11	9287	1
11	9310	1
11	9355	1
11	9357	1
11	9366	1
11	9373	1
11	9395	1
11	9456	1
11	9500	1
11	9538	1
11	9540	1
11	9601	1
11	9609	1
11	9618	1
11	9627	1
11	9646	1
11	9667	1
11	9713	1
11	9741	1
11	9746	1
11	9779	1
11	9836	1
11	9868	1
11	9894	1
11	9913	1
11	9964	1
11	9976	1
11	10037	1
11	10052	1
11	10056	1
11	10093	1
11	10105	1
12	11020	1
14	10461	1
14	10609	1
14	10824	1
14	10872	1
15	8479	1
15	9342	1
15	9370	1
15	9402	1
17	6320	1
17	6651	1
19	8859	1
19	8909	1
19	8983	1
19	8990	1
19	8996	1
19	9043	1
19	9061	1
19	9085	1
19	9093	1
19	9115	1
19	9145	1
19	9181	1
19	9226	1
19	9246	1
19	9251	1
19	9296	1
19	9346	1
19	9357	1
19	9361	1
19	9368	1
19	9398	1
19	9402	1
19	9410	1
19	9418	1
19	9458	1
19	9520	1
19	9526	1
19	9547	1
19	9600	1
19	9609	1
19	9661	1
19	9667	1
19	9675	1
19	9681	1
19	9707	1
19	9789	1
19	9790	1
19	9798	1
19	9827	1
19	9836	1
19	9846	1
19	9856	1
19	9913	1
19	9915	1
19	9916	1
19	9965	1
19	9996	1
19	10040	1
19	10052	1
19	10056	1
19	10091	1
19	10104	1
19	10128	1
19	10187	1
19	10191	1
19	10229	1
19	10230	1
19	10243	1
20	10264	1
21	5158	1
21	5176	1
21	5199	1
21	5211	1
21	5281	1
21	5378	1
21	5494	1
21	5533	1
21	5600	1
21	5705	1
21	5735	1
21	5805	1
21	6258	1
21	6314	1
21	6470	1
21	6727	1
21	6830	1
22	9915	1
22	10014	1
22	10238	1
22	10288	1
22	10365	1
22	10602	1
22	10628	1
23	10116	1
23	10136	1
23	10147	1
23	10163	1
23	10168	1
23	10174	1
23	10188	1
23	10190	1
23	10199	1
23	10204	1
23	10207	1
23	10215	1
23	10229	1
23	10230	1
23	10262	1
23	10288	1
23	10312	1
23	10314	1
23	10324	1
23	10364	1
23	10365	1
23	10409	1
23	10418	1
23	10428	1
23	10431	1
23	10445	1
23	10454	1
23	10457	1
23	10473	1
23	10494	1
23	10499	1
23	10569	1
23	10594	1
23	10626	1
23	10628	1
23	10632	1
23	10641	1
23	10669	1
23	10693	1
23	10715	1
23	10716	1
23	10774	1
23	10781	1
23	10785	1
23	10786	1
23	10803	1
24	10380	1
24	10455	1
24	10690	1
24	10692	1
24	10697	1
24	10765	1
24	10780	1
25	10765	1
25	10824	1
25	10854	1
25	10872	1
25	10906	1
26	11238	1
27	9995	1
28	11701	1
30	7070	1
30	7410	1
31	11385	1
31	11452	1
32	9482	1
32	10288	1
33	7782	1
33	7893	1
33	7975	1
33	8074	1
33	8099	1
33	8100	1
33	8216	1
33	8291	1
33	8294	1
33	8306	1
33	8308	1
33	8325	1
33	8334	1
33	8417	1
33	8456	1
33	8459	1
33	8479	1
33	8495	1
33	8569	1
33	8622	1
33	8635	1
33	8636	1
33	8748	1
33	8764	1
33	8787	1
33	8885	1
33	8998	1
33	9003	1
33	9098	1
33	9115	1
33	9350	1
33	9401	1
33	9402	1
33	9404	1
33	9405	1
33	9410	1
33	9631	1
34	8451	1
34	8622	1
34	8787	1
35	6436	1
35	6460	1
