0	14	1
0	15	1
0	16	1
0	17	1
1	497	1
1	498	1
1	499	1
1	500	1
1	501	1
1	502	1
1	503	1
1	504	1
1	505	1
1	506	1
1	507	1
1	508	1
1	509	1
1	510	1
1	511	1
1	512	1
1	513	1
1	514	1
1	515	1
1	516	1
1	517	1
1	518	1
1	519	1
1	520	1
1	521	1
1	522	1
1	523	1
1	524	1
1	525	1
1	526	1
1	527	1
1	528	1
1	529	1
1	530	1
1	531	1
1	532	1
1	533	1
1	534	1
1	535	1
1	536	1
1	537	1
1	538	1
1	539	1
1	540	1
1	541	1
1	542	1
1	543	1
1	544	1
1	545	1
1	546	1
1	547	1
1	548	1
1	549	1
1	550	1
1	551	1
1	552	1
2	612	1
2	613	1
2	614	1
2	615	1
2	616	1
2	617	1
2	618	1
2	619	1
2	620	1
3	553	1
3	568	1
3	580	1
3	590	1
4	643	1
4	644	1
4	645	1
4	646	1
4	647	1
5	7	1
5	659	1
5	660	1
5	661	1
6	734	1
6	735	1
6	736	1
6	737	1
6	738	1
6	739	1
6	740	1
6	92	1
6	741	1
6	742	1
6	743	1
7	755	1
7	756	1
7	757	1
7	758	1
8	87	1
8	665	1
8	775	1
8	776	1
8	777	1
9	795	1
9	796	1
9	696	1
9	797	1
9	798	1
10	810	1
10	811	1
10	812	1
10	813	1
10	87	1
11	826	1
11	655	1
11	649	1
11	827	1
11	11	1
12	581	1
12	837	1
12	838	1
12	839	1
12	840	1
12	841	1
13	880	1
13	881	1
13	882	1
13	883	1
13	884	1
13	885	1
13	886	1
13	887	1
14	924	1
14	925	1
14	926	1
14	927	1
14	928	1
14	929	1
14	930	1
15	945	1
15	946	1
15	947	1
15	948	1
16	972	1
16	973	1
16	974	1
16	975	1
16	976	1
16	977	1
16	978	1
17	995	1
17	557	1
17	996	1
17	997	1
17	998	1
17	571	1
17	599	1
18	1034	1
18	1035	1
18	1036	1
18	1037	1
18	1038	1
18	1039	1
18	1040	1
18	1041	1
19	1141	1
19	1142	1
19	1143	1
19	1144	1
19	1145	1
19	1146	1
19	1147	1
19	1148	1
19	1149	1
19	1150	1
19	1151	1
19	1152	1
19	1040	1
19	1153	1
19	1154	1
20	1173	1
20	1174	1
20	1175	1
20	1176	1
20	1177	1
21	1228	1
21	1229	1
21	1230	1
21	1231	1
21	1232	1
21	1233	1
21	1234	1
21	1235	1
21	1236	1
21	1237	1
22	1260	1
22	1261	1
22	1262	1
22	1263	1
22	1264	1
23	1274	1
23	985	1
23	1275	1
23	1276	1
23	1277	1
24	1305	1
24	1306	1
24	1307	1
24	1308	1
24	637	1
24	1309	1
25	598	1
25	565	1
25	569	1
25	605	1
25	586	1
26	1332	1
26	1333	1
26	1334	1
26	1335	1
26	1336	1
27	1368	1
27	1305	1
27	1303	1
27	1279	1
27	1369	1
27	1370	1
27	1371	1
27	1372	1
28	1509	1
28	1510	1
28	1511	1
28	1134	1
28	1512	1
28	1513	1
28	1514	1
28	1515	1
28	1516	1
